wave,download_batch,source_type,bundle_slug,bundle_title,bundle_url,product_id,entrepedia_title,entrepedia_url,entrepedia_format,imu_type,imu_category,imu_title,imu_summary,status,staging_hint,desk_title,desk_summary
2,1,bundle_product,sales-automation-chatbots,Sales Automation Chatbots,https://www.entrepedia.co/library/bundles/sales-automation-chatbots,4d240afd-cb26-4fa0-a906-1f7a2b83d25a,The Sales Bot Conversation Blueprint,https://www.entrepedia.co/library/product/4d240afd-cb26-4fa0-a906-1f7a2b83d25a,Guide,guide,marketing,The Sales Bot Conversation Blueprint,Part of Sales Chatbot Automation: The Sales Bot Conversation Blueprint.,uploaded,iMU-import\wave2\batch-1\sales-automation-chatbots,Sales Chatbot Automation,Automate qualification and follow-up without losing the close.
2,1,bundle_product,sales-automation-chatbots,Sales Automation Chatbots,https://www.entrepedia.co/library/bundles/sales-automation-chatbots,29e9e2c4-6f36-433c-888f-6829c20fab4d,Sales Bot Strategy Mapping,https://www.entrepedia.co/library/product/29e9e2c4-6f36-433c-888f-6829c20fab4d,Checklist,guide,marketing,Sales Bot Strategy Mapping,Part of Sales Chatbot Automation: Sales Bot Strategy Mapping.,uploaded,iMU-import\wave2\batch-1\sales-automation-chatbots,Sales Chatbot Automation,Automate qualification and follow-up without losing the close.
2,1,bundle_product,sales-automation-chatbots,Sales Automation Chatbots,https://www.entrepedia.co/library/bundles/sales-automation-chatbots,4035ef24-7471-499e-9ca1-0e0f2c2ed0c8,Sales Automation Chatbots,https://www.entrepedia.co/library/product/4035ef24-7471-499e-9ca1-0e0f2c2ed0c8,Book,book,marketing,Sales Automation Chatbots,Part of Sales Chatbot Automation: Sales Automation Chatbots.,uploaded,iMU-import\wave2\batch-1\sales-automation-chatbots,Sales Chatbot Automation,Automate qualification and follow-up without losing the close.
2,1,bundle_product,humanize-your-ai-copy,Humanize Your AI Copy,https://www.entrepedia.co/library/bundles/humanize-your-ai-copy,1de001e4-e8bd-4618-8872-32d175c9e182,The Hybrid Copywriter,https://www.entrepedia.co/library/product/1de001e4-e8bd-4618-8872-32d175c9e182,Audio,audio,marketing,The Hybrid Copywriter,Part of Humanize AI Copy Desk: The Hybrid Copywriter.,uploaded,iMU-import\wave2\batch-1\humanize-your-ai-copy,Humanize AI Copy Desk,Ship AI-assisted copy that still reads like an operator wrote it.
2,1,bundle_product,humanize-your-ai-copy,Humanize Your AI Copy,https://www.entrepedia.co/library/bundles/humanize-your-ai-copy,c9a47786-ed01-4d95-84ed-7b4de59ccbcf,13 Prompt Tweaks to Make AI Sound Like You,https://www.entrepedia.co/library/product/c9a47786-ed01-4d95-84ed-7b4de59ccbcf,Listicle,guide,marketing,13 Prompt Tweaks to Make AI Sound Like You,Part of Humanize AI Copy Desk: 13 Prompt Tweaks to Make AI Sound Like You.,uploaded,iMU-import\wave2\batch-1\humanize-your-ai-copy,Humanize AI Copy Desk,Ship AI-assisted copy that still reads like an operator wrote it.
2,1,bundle_product,humanize-your-ai-copy,Humanize Your AI Copy,https://www.entrepedia.co/library/bundles/humanize-your-ai-copy,129c09a8-0ac5-4365-93a3-adf2d228f394,The 7-Day Hybrid Writer Kickstart,https://www.entrepedia.co/library/product/129c09a8-0ac5-4365-93a3-adf2d228f394,Mini-Course,course,marketing,The 7-Day Hybrid Writer Kickstart,Part of Humanize AI Copy Desk: The 7-Day Hybrid Writer Kickstart.,uploaded,iMU-import\wave2\batch-1\humanize-your-ai-copy,Humanize AI Copy Desk,Ship AI-assisted copy that still reads like an operator wrote it.
2,1,bundle_product,humanize-your-ai-copy,Humanize Your AI Copy,https://www.entrepedia.co/library/bundles/humanize-your-ai-copy,2c29d4b6-f165-4304-8012-95b247c4f892,The Hybrid Writer's Edge,https://www.entrepedia.co/library/product/2c29d4b6-f165-4304-8012-95b247c4f892,Prompt Pack,guide,marketing,The Hybrid Writer's Edge,Part of Humanize AI Copy Desk: The Hybrid Writer's Edge.,uploaded,iMU-import\wave2\batch-1\humanize-your-ai-copy,Humanize AI Copy Desk,Ship AI-assisted copy that still reads like an operator wrote it.
2,1,bundle_product,humanize-your-ai-copy,Humanize Your AI Copy,https://www.entrepedia.co/library/bundles/humanize-your-ai-copy,d6efcee7-c6d5-40e8-80fd-9a8c4651a431,Get 80% Ready Content from AI on First Try,https://www.entrepedia.co/library/product/d6efcee7-c6d5-40e8-80fd-9a8c4651a431,Guide,guide,marketing,Get 80% Ready Content from AI on First Try,Part of Humanize AI Copy Desk: Get 80% Ready Content from AI on First Try.,uploaded,iMU-import\wave2\batch-1\humanize-your-ai-copy,Humanize AI Copy Desk,Ship AI-assisted copy that still reads like an operator wrote it.
2,1,bundle_product,humanize-your-ai-copy,Humanize Your AI Copy,https://www.entrepedia.co/library/bundles/humanize-your-ai-copy,e2924664-cf11-4683-b1ec-f03e0f799b8c,Kill the Robot Voice,https://www.entrepedia.co/library/product/e2924664-cf11-4683-b1ec-f03e0f799b8c,Checklist,guide,marketing,Kill the Robot Voice,Part of Humanize AI Copy Desk: Kill the Robot Voice.,uploaded,iMU-import\wave2\batch-1\humanize-your-ai-copy,Humanize AI Copy Desk,Ship AI-assisted copy that still reads like an operator wrote it.
2,1,bundle_product,humanize-your-ai-copy,Humanize Your AI Copy,https://www.entrepedia.co/library/bundles/humanize-your-ai-copy,60443767-60e8-4b88-a9fd-b3157dfc40da,Humanize Your AI Copy,https://www.entrepedia.co/library/product/60443767-60e8-4b88-a9fd-b3157dfc40da,Book,book,marketing,Humanize Your AI Copy,Part of Humanize AI Copy Desk: Humanize Your AI Copy.,uploaded,iMU-import\wave2\batch-1\humanize-your-ai-copy,Humanize AI Copy Desk,Ship AI-assisted copy that still reads like an operator wrote it.
2,1,bundle_product,ai-prompt-engineering-ebook,AI Prompt Engineering - Ebook,https://www.entrepedia.co/library/bundles/ai-prompt-engineering-ebook,76e5aac4-f844-4051-b34a-a81cfad663b5,The End of Prompt Guessing,https://www.entrepedia.co/library/product/76e5aac4-f844-4051-b34a-a81cfad663b5,Audio,audio,marketing,The End of Prompt Guessing,Part of AI Prompt Engineering Desk: The End of Prompt Guessing.,uploaded,iMU-import\wave2\batch-1\ai-prompt-engineering-ebook,AI Prompt Engineering Desk,"Prompt systems for research, offers, and production leverage."
2,1,bundle_product,ai-prompt-engineering-ebook,AI Prompt Engineering - Ebook,https://www.entrepedia.co/library/bundles/ai-prompt-engineering-ebook,b9c1092f-62fe-49aa-9ef0-f4260adb322a,7 Mistakes Costing You Hours with AI,https://www.entrepedia.co/library/product/b9c1092f-62fe-49aa-9ef0-f4260adb322a,Listicle,guide,marketing,7 Mistakes Costing You Hours with AI,Part of AI Prompt Engineering Desk: 7 Mistakes Costing You Hours with AI.,uploaded,iMU-import\wave2\batch-1\ai-prompt-engineering-ebook,AI Prompt Engineering Desk,"Prompt systems for research, offers, and production leverage."
2,1,bundle_product,ai-prompt-engineering-ebook,AI Prompt Engineering - Ebook,https://www.entrepedia.co/library/bundles/ai-prompt-engineering-ebook,07eb5704-9bfc-4a4e-9eac-7b50da2bc4b4,Start Engineering Your AI Prompts,https://www.entrepedia.co/library/product/07eb5704-9bfc-4a4e-9eac-7b50da2bc4b4,Mini-Course,course,marketing,Start Engineering Your AI Prompts,Part of AI Prompt Engineering Desk: Start Engineering Your AI Prompts.,uploaded,iMU-import\wave2\batch-1\ai-prompt-engineering-ebook,AI Prompt Engineering Desk,"Prompt systems for research, offers, and production leverage."
2,1,bundle_product,ai-prompt-engineering-ebook,AI Prompt Engineering - Ebook,https://www.entrepedia.co/library/bundles/ai-prompt-engineering-ebook,64971618-60ef-41f4-bb8c-0edaf54d81a5,Build Fail-Proof AI Prompts,https://www.entrepedia.co/library/product/64971618-60ef-41f4-bb8c-0edaf54d81a5,Guide,guide,marketing,Build Fail-Proof AI Prompts,Part of AI Prompt Engineering Desk: Build Fail-Proof AI Prompts.,uploaded,iMU-import\wave2\batch-1\ai-prompt-engineering-ebook,AI Prompt Engineering Desk,"Prompt systems for research, offers, and production leverage."
2,1,bundle_product,ai-prompt-engineering-ebook,AI Prompt Engineering - Ebook,https://www.entrepedia.co/library/bundles/ai-prompt-engineering-ebook,c0146acb-2f87-4b21-89bc-84930604b656,Is Your AI Prompt Ready for Production?,https://www.entrepedia.co/library/product/c0146acb-2f87-4b21-89bc-84930604b656,Checklist,guide,marketing,Is Your AI Prompt Ready for Production?,Part of AI Prompt Engineering Desk: Is Your AI Prompt Ready for Production?.,uploaded,iMU-import\wave2\batch-1\ai-prompt-engineering-ebook,AI Prompt Engineering Desk,"Prompt systems for research, offers, and production leverage."
2,1,bundle_product,ai-prompt-engineering-ebook,AI Prompt Engineering - Ebook,https://www.entrepedia.co/library/bundles/ai-prompt-engineering-ebook,dfdb019c-2fb8-4616-b4f0-62debc6bad73,AI Prompt Engineering,https://www.entrepedia.co/library/product/dfdb019c-2fb8-4616-b4f0-62debc6bad73,Book,book,marketing,AI Prompt Engineering,Part of AI Prompt Engineering Desk: AI Prompt Engineering.,uploaded,iMU-import\wave2\batch-1\ai-prompt-engineering-ebook,AI Prompt Engineering Desk,"Prompt systems for research, offers, and production leverage."
2,1,bundle_product,swot-analysis-simplified,SWOT Analysis Simplified,https://www.entrepedia.co/library/bundles/swot-analysis-simplified,39e5f7d8-5264-4ccf-bb5d-16e4886d25fd,Beyond the SWOT Matrix,https://www.entrepedia.co/library/product/39e5f7d8-5264-4ccf-bb5d-16e4886d25fd,Audio,audio,wealth-creation,Beyond the SWOT Matrix,Part of SWOT Decision Desk: Beyond the SWOT Matrix.,uploaded,iMU-import\wave2\batch-1\swot-analysis-simplified,SWOT Decision Desk,Run fast SWOT so strategy stays priced and killable.
2,1,bundle_product,swot-analysis-simplified,SWOT Analysis Simplified,https://www.entrepedia.co/library/bundles/swot-analysis-simplified,b33b21d1-bcf6-4f04-8134-e49328b1ac2d,7 Critical Mistakes That Sabotage Most SWOT Analyses,https://www.entrepedia.co/library/product/b33b21d1-bcf6-4f04-8134-e49328b1ac2d,Listicle,guide,wealth-creation,7 Critical Mistakes That Sabotage Most SWOT Analyses,Part of SWOT Decision Desk: 7 Critical Mistakes That Sabotage Most SWOT Analyses.,uploaded,iMU-import\wave2\batch-1\swot-analysis-simplified,SWOT Decision Desk,Run fast SWOT so strategy stays priced and killable.
2,1,bundle_product,swot-analysis-simplified,SWOT Analysis Simplified,https://www.entrepedia.co/library/bundles/swot-analysis-simplified,af76a46b-a5f4-4dc2-a515-35dadac6e524,Turn SWOT Into Decisions,https://www.entrepedia.co/library/product/af76a46b-a5f4-4dc2-a515-35dadac6e524,Mini-Course,course,wealth-creation,Turn SWOT Into Decisions,Part of SWOT Decision Desk: Turn SWOT Into Decisions.,uploaded,iMU-import\wave2\batch-1\swot-analysis-simplified,SWOT Decision Desk,Run fast SWOT so strategy stays priced and killable.
2,1,bundle_product,swot-analysis-simplified,SWOT Analysis Simplified,https://www.entrepedia.co/library/bundles/swot-analysis-simplified,3d6bab20-74c5-4bbd-b328-caa041ab6891,Strategic Planning Assistant,https://www.entrepedia.co/library/product/3d6bab20-74c5-4bbd-b328-caa041ab6891,Prompt Pack,guide,wealth-creation,Strategic Planning Assistant,Part of SWOT Decision Desk: Strategic Planning Assistant.,uploaded,iMU-import\wave2\batch-1\swot-analysis-simplified,SWOT Decision Desk,Run fast SWOT so strategy stays priced and killable.
2,1,bundle_product,swot-analysis-simplified,SWOT Analysis Simplified,https://www.entrepedia.co/library/bundles/swot-analysis-simplified,4195b6ee-4508-4d49-a5e1-3b6b742899eb,How to Define the Right Strategic Challenge,https://www.entrepedia.co/library/product/4195b6ee-4508-4d49-a5e1-3b6b742899eb,Guide,guide,wealth-creation,How to Define the Right Strategic Challenge,Part of SWOT Decision Desk: How to Define the Right Strategic Challenge.,uploaded,iMU-import\wave2\batch-1\swot-analysis-simplified,SWOT Decision Desk,Run fast SWOT so strategy stays priced and killable.
2,1,bundle_product,swot-analysis-simplified,SWOT Analysis Simplified,https://www.entrepedia.co/library/bundles/swot-analysis-simplified,2e70d600-79b6-4892-bb3b-e6bf1665d95a,The SWOT Quality Control,https://www.entrepedia.co/library/product/2e70d600-79b6-4892-bb3b-e6bf1665d95a,Checklist,guide,wealth-creation,The SWOT Quality Control,Part of SWOT Decision Desk: The SWOT Quality Control.,uploaded,iMU-import\wave2\batch-1\swot-analysis-simplified,SWOT Decision Desk,Run fast SWOT so strategy stays priced and killable.
2,1,bundle_product,swot-analysis-simplified,SWOT Analysis Simplified,https://www.entrepedia.co/library/bundles/swot-analysis-simplified,234278e4-5032-4d0f-be65-0de8e5ce5ada,SWOT Analysis Simplified,https://www.entrepedia.co/library/product/234278e4-5032-4d0f-be65-0de8e5ce5ada,Book,book,wealth-creation,SWOT Analysis Simplified,Part of SWOT Decision Desk: SWOT Analysis Simplified.,uploaded,iMU-import\wave2\batch-1\swot-analysis-simplified,SWOT Decision Desk,Run fast SWOT so strategy stays priced and killable.
2,2,bundle_product,the-athlete-brand-blueprint,The Athlete Brand Blueprint,https://www.entrepedia.co/library/bundles/the-athlete-brand-blueprint,dde0d7ce-ef32-4d9e-a795-494609c2dd98,The Modern Athlete Brand,https://www.entrepedia.co/library/product/dde0d7ce-ef32-4d9e-a795-494609c2dd98,Audio,audio,social-media,The Modern Athlete Brand,Part of Athlete Brand Desk: The Modern Athlete Brand.,uploaded,iMU-import\wave2\batch-2\the-athlete-brand-blueprint,Athlete Brand Desk,Package athletic proof into sponsorships and personal brand cashflow.
2,2,bundle_product,the-athlete-brand-blueprint,The Athlete Brand Blueprint,https://www.entrepedia.co/library/bundles/the-athlete-brand-blueprint,efa0d4e9-f5c3-4fc4-babf-def42ae4380e,7 Specific Actions Elite Athletes Take Early,https://www.entrepedia.co/library/product/efa0d4e9-f5c3-4fc4-babf-def42ae4380e,Listicle,guide,social-media,7 Specific Actions Elite Athletes Take Early,Part of Athlete Brand Desk: 7 Specific Actions Elite Athletes Take Early.,uploaded,iMU-import\wave2\batch-2\the-athlete-brand-blueprint,Athlete Brand Desk,Package athletic proof into sponsorships and personal brand cashflow.
2,2,bundle_product,the-athlete-brand-blueprint,The Athlete Brand Blueprint,https://www.entrepedia.co/library/bundles/the-athlete-brand-blueprint,0b0a1c80-46f7-4ff4-8f76-a1c2bbd69d42,Become More Than Just an Athlete,https://www.entrepedia.co/library/product/0b0a1c80-46f7-4ff4-8f76-a1c2bbd69d42,Mini-Course,course,social-media,Become More Than Just an Athlete,Part of Athlete Brand Desk: Become More Than Just an Athlete.,uploaded,iMU-import\wave2\batch-2\the-athlete-brand-blueprint,Athlete Brand Desk,Package athletic proof into sponsorships and personal brand cashflow.
2,2,bundle_product,the-athlete-brand-blueprint,The Athlete Brand Blueprint,https://www.entrepedia.co/library/bundles/the-athlete-brand-blueprint,062e8ce4-1a6b-4f14-af18-0485f82bf700,The Athlete Sponsorship Pitch Manual,https://www.entrepedia.co/library/product/062e8ce4-1a6b-4f14-af18-0485f82bf700,Guide,guide,social-media,The Athlete Sponsorship Pitch Manual,Part of Athlete Brand Desk: The Athlete Sponsorship Pitch Manual.,uploaded,iMU-import\wave2\batch-2\the-athlete-brand-blueprint,Athlete Brand Desk,Package athletic proof into sponsorships and personal brand cashflow.
2,2,bundle_product,the-athlete-brand-blueprint,The Athlete Brand Blueprint,https://www.entrepedia.co/library/bundles/the-athlete-brand-blueprint,a93cd36e-fd8f-491e-8afe-32085f46dccf,The Content Batching System for Athletes,https://www.entrepedia.co/library/product/a93cd36e-fd8f-491e-8afe-32085f46dccf,Guide,guide,social-media,The Content Batching System for Athletes,Part of Athlete Brand Desk: The Content Batching System for Athletes.,uploaded,iMU-import\wave2\batch-2\the-athlete-brand-blueprint,Athlete Brand Desk,Package athletic proof into sponsorships and personal brand cashflow.
2,2,bundle_product,the-athlete-brand-blueprint,The Athlete Brand Blueprint,https://www.entrepedia.co/library/bundles/the-athlete-brand-blueprint,17d9a849-3edd-4db6-a650-9a91f9b9591a,Pre-Launch Personal Athlete Brand Audit,https://www.entrepedia.co/library/product/17d9a849-3edd-4db6-a650-9a91f9b9591a,Checklist,guide,social-media,Pre-Launch Personal Athlete Brand Audit,Part of Athlete Brand Desk: Pre-Launch Personal Athlete Brand Audit.,uploaded,iMU-import\wave2\batch-2\the-athlete-brand-blueprint,Athlete Brand Desk,Package athletic proof into sponsorships and personal brand cashflow.
2,2,bundle_product,the-athlete-brand-blueprint,The Athlete Brand Blueprint,https://www.entrepedia.co/library/bundles/the-athlete-brand-blueprint,9fc9042c-e25a-4f06-b670-84cb302fc484,The Athlete Brand Blueprint,https://www.entrepedia.co/library/product/9fc9042c-e25a-4f06-b670-84cb302fc484,Book,book,social-media,The Athlete Brand Blueprint,Part of Athlete Brand Desk: The Athlete Brand Blueprint.,uploaded,iMU-import\wave2\batch-2\the-athlete-brand-blueprint,Athlete Brand Desk,Package athletic proof into sponsorships and personal brand cashflow.
