wave,download_batch,source_type,bundle_slug,bundle_title,bundle_url,product_id,entrepedia_title,entrepedia_url,entrepedia_format,imu_type,imu_category,imu_title,imu_summary,status,staging_hint
1,1,bundle_product,the-first-time-entrepreneur-launchpad,The First-Time Entrepreneur Launchpad,https://www.entrepedia.co/library/bundles/the-first-time-entrepreneur-launchpad,f3efc6bf-23ba-4c7d-ba52-d343c35a9f1f,The 30-Day Lean Launch Plan,https://www.entrepedia.co/library/product/f3efc6bf-23ba-4c7d-ba52-d343c35a9f1f,Mini-Course,course,wealth-creation,30-Day Lean Launch Plan,Part of First Seat Launchpad: The 30-Day Lean Launch Plan.,downloaded,iMU-import\batch-1\the-first-time-entrepreneur-launchpad
1,1,bundle_product,the-first-time-entrepreneur-launchpad,The First-Time Entrepreneur Launchpad,https://www.entrepedia.co/library/bundles/the-first-time-entrepreneur-launchpad,9cac05cf-3b04-4f50-ba37-8cd2ea37f08e,The First-Time Entrepreneur Launchpad,https://www.entrepedia.co/library/product/9cac05cf-3b04-4f50-ba37-8cd2ea37f08e,Mini-Course,course,wealth-creation,First Seat Launchpad,"Lean offer, pricing, and first-customer path for founders opening their first desk.",downloaded,iMU-import\batch-1\the-first-time-entrepreneur-launchpad
1,1,bundle_product,package-what-you-know-into-a-high-ticket-offer,Package What You Know Into a High-Ticket Offer,https://www.entrepedia.co/library/bundles/package-what-you-know-into-a-high-ticket-offer,63ce6ea6-5f68-47ac-b8d7-94d6b57e0826,The Scalable Expert Model,https://www.entrepedia.co/library/product/63ce6ea6-5f68-47ac-b8d7-94d6b57e0826,Book,book,marketing,Scalable Expert Model,Part of High-Ticket Offer Packaging: The Scalable Expert Model.,downloaded,iMU-import\batch-1\package-what-you-know-into-a-high-ticket-offer
1,1,bundle_product,package-what-you-know-into-a-high-ticket-offer,Package What You Know Into a High-Ticket Offer,https://www.entrepedia.co/library/bundles/package-what-you-know-into-a-high-ticket-offer,d8b5afba-ad0b-4470-979c-21544f2c8c9c,13 Signs Your Offer Is Ready for Premium Pricing,https://www.entrepedia.co/library/product/d8b5afba-ad0b-4470-979c-21544f2c8c9c,Listicle,guide,marketing,13 Signs Your Offer Is Ready for Premium Pricing,Part of High-Ticket Offer Packaging: 13 Signs Your Offer Is Ready for Premium Pricing.,downloaded,iMU-import\batch-1\package-what-you-know-into-a-high-ticket-offer
1,1,bundle_product,package-what-you-know-into-a-high-ticket-offer,Package What You Know Into a High-Ticket Offer,https://www.entrepedia.co/library/bundles/package-what-you-know-into-a-high-ticket-offer,b0773f41-e5c2-4f41-8e4a-822de328e6b1,Launch Your First High-Ticket Offer,https://www.entrepedia.co/library/product/b0773f41-e5c2-4f41-8e4a-822de328e6b1,Mini-Course,course,marketing,Launch Your First High-Ticket Offer,Part of High-Ticket Offer Packaging: Launch Your First High-Ticket Offer.,downloaded,iMU-import\batch-1\package-what-you-know-into-a-high-ticket-offer
1,1,bundle_product,package-what-you-know-into-a-high-ticket-offer,Package What You Know Into a High-Ticket Offer,https://www.entrepedia.co/library/bundles/package-what-you-know-into-a-high-ticket-offer,a183bb60-6289-45d9-80c3-f99d8db2d5a0,Build Your High-Ticket Service Business,https://www.entrepedia.co/library/product/a183bb60-6289-45d9-80c3-f99d8db2d5a0,Mini-Course,course,marketing,Build Your High-Ticket Service Business,Part of High-Ticket Offer Packaging: Build Your High-Ticket Service Business.,downloaded,iMU-import\batch-1\package-what-you-know-into-a-high-ticket-offer
1,1,bundle_product,package-what-you-know-into-a-high-ticket-offer,Package What You Know Into a High-Ticket Offer,https://www.entrepedia.co/library/bundles/package-what-you-know-into-a-high-ticket-offer,43eb991c-e70b-41e7-8bd7-a8ac3f2e70bc,From Hourly to Value-Based Pricing,https://www.entrepedia.co/library/product/43eb991c-e70b-41e7-8bd7-a8ac3f2e70bc,Book,book,marketing,From Hourly to Value-Based Pricing,Part of High-Ticket Offer Packaging: From Hourly to Value-Based Pricing.,downloaded,iMU-import\batch-1\package-what-you-know-into-a-high-ticket-offer
1,1,bundle_product,package-what-you-know-into-a-high-ticket-offer,Package What You Know Into a High-Ticket Offer,https://www.entrepedia.co/library/bundles/package-what-you-know-into-a-high-ticket-offer,2c7ba419-201f-4023-aff1-2e9834420ffd,The Scalable Service Delivery Setup,https://www.entrepedia.co/library/product/2c7ba419-201f-4023-aff1-2e9834420ffd,Guide,guide,marketing,Scalable Service Delivery Setup,Part of High-Ticket Offer Packaging: The Scalable Service Delivery Setup.,downloaded,iMU-import\batch-1\package-what-you-know-into-a-high-ticket-offer
1,1,bundle_product,package-what-you-know-into-a-high-ticket-offer,Package What You Know Into a High-Ticket Offer,https://www.entrepedia.co/library/bundles/package-what-you-know-into-a-high-ticket-offer,df67aed0-3390-44c0-9e86-ddd760c358ff,Package What You Know Into a High-Ticket Offer,https://www.entrepedia.co/library/product/df67aed0-3390-44c0-9e86-ddd760c358ff,Book,book,marketing,High-Ticket Offer Packaging,"Turn expertise into a premium, deliverable offer with value-based pricing.",downloaded,iMU-import\batch-1\package-what-you-know-into-a-high-ticket-offer
1,2,bundle_product,build-an-ecommerce-store-that-sells,Build an Ecommerce Store That Sells,https://www.entrepedia.co/library/bundles/build-an-ecommerce-store-that-sells,59d734a2-7a20-415c-a76b-be9f42a352b5,Stores That Convert,https://www.entrepedia.co/library/product/59d734a2-7a20-415c-a76b-be9f42a352b5,Book,book,e-commerce,Stores That Convert,Part of Store That Converts: Stores That Convert.,uploaded,iMU-import\batch-2\build-an-ecommerce-store-that-sells
1,2,bundle_product,build-an-ecommerce-store-that-sells,Build an Ecommerce Store That Sells,https://www.entrepedia.co/library/bundles/build-an-ecommerce-store-that-sells,ec083bc3-6876-43bd-9eed-7b91ca2d4c9b,7 Conversion Killers Hiding on Your Product Pages,https://www.entrepedia.co/library/product/ec083bc3-6876-43bd-9eed-7b91ca2d4c9b,Listicle,guide,e-commerce,7 Conversion Killers Hiding on Your Product Pages,Part of Store That Converts: 7 Conversion Killers Hiding on Your Product Pages.,uploaded,iMU-import\batch-2\build-an-ecommerce-store-that-sells
1,2,bundle_product,build-an-ecommerce-store-that-sells,Build an Ecommerce Store That Sells,https://www.entrepedia.co/library/bundles/build-an-ecommerce-store-that-sells,d1508d50-285d-4265-a4f1-48efc8f7c712,7-day Store Transformation,https://www.entrepedia.co/library/product/d1508d50-285d-4265-a4f1-48efc8f7c712,Mini-Course,course,e-commerce,7-day Store Transformation,Part of Store That Converts: 7-day Store Transformation.,uploaded,iMU-import\batch-2\build-an-ecommerce-store-that-sells
1,2,bundle_product,build-an-ecommerce-store-that-sells,Build an Ecommerce Store That Sells,https://www.entrepedia.co/library/bundles/build-an-ecommerce-store-that-sells,b4c8f7d3-6a14-4acd-b29d-3c3f1a58472b,The E-Commerce Store Architect,https://www.entrepedia.co/library/product/b4c8f7d3-6a14-4acd-b29d-3c3f1a58472b,Book,book,e-commerce,E-Commerce Store Architect,Part of Store That Converts: The E-Commerce Store Architect.,uploaded,iMU-import\batch-2\build-an-ecommerce-store-that-sells
1,2,bundle_product,build-an-ecommerce-store-that-sells,Build an Ecommerce Store That Sells,https://www.entrepedia.co/library/bundles/build-an-ecommerce-store-that-sells,afcd3cf8-44c1-44f5-9d0a-f9efcbb30498,Site Speed Optimization for Non-Technical Store Owners,https://www.entrepedia.co/library/product/afcd3cf8-44c1-44f5-9d0a-f9efcbb30498,Book,book,e-commerce,Site Speed Optimization for Non-Technical Store Owners,Part of Store That Converts: Site Speed Optimization for Non-Technical Store Owners.,uploaded,iMU-import\batch-2\build-an-ecommerce-store-that-sells
1,2,bundle_product,build-an-ecommerce-store-that-sells,Build an Ecommerce Store That Sells,https://www.entrepedia.co/library/bundles/build-an-ecommerce-store-that-sells,7c3b20c9-e03e-4c37-84e4-bc27a7197e74,Pre-Launch Store Validation,https://www.entrepedia.co/library/product/7c3b20c9-e03e-4c37-84e4-bc27a7197e74,Mini-Course,course,e-commerce,Pre-Launch Store Validation,Part of Store That Converts: Pre-Launch Store Validation.,uploaded,iMU-import\batch-2\build-an-ecommerce-store-that-sells
1,2,bundle_product,build-an-ecommerce-store-that-sells,Build an Ecommerce Store That Sells,https://www.entrepedia.co/library/bundles/build-an-ecommerce-store-that-sells,d21fb0af-ca9e-4940-9ab1-b6783e818144,Build an Ecommerce Store That Sells,https://www.entrepedia.co/library/product/d21fb0af-ca9e-4940-9ab1-b6783e818144,Book,book,e-commerce,Store That Converts,"Conversion, speed, and validation for e-commerce desks that need paid traffic to pay back.",uploaded,iMU-import\batch-2\build-an-ecommerce-store-that-sells
1,2,bundle_product,the-psychology-of-closing,The Psychology of Closing,https://www.entrepedia.co/library/bundles/the-psychology-of-closing,d1bbc971-9e27-475a-ab9b-0edb572054ce,The Confident Closer,https://www.entrepedia.co/library/product/d1bbc971-9e27-475a-ab9b-0edb572054ce,Book,book,marketing,Confident Closer,Part of Closing Psychology: The Confident Closer.,uploaded,iMU-import\batch-2\the-psychology-of-closing
1,2,bundle_product,the-psychology-of-closing,The Psychology of Closing,https://www.entrepedia.co/library/bundles/the-psychology-of-closing,5387da19-5fbf-482c-80f2-4d6d482c63f6,21 Objections That Actually Mean They Want to Buy,https://www.entrepedia.co/library/product/5387da19-5fbf-482c-80f2-4d6d482c63f6,Book,book,marketing,21 Objections That Actually Mean They Want to Buy,Part of Closing Psychology: 21 Objections That Actually Mean They Want to Buy.,uploaded,iMU-import\batch-2\the-psychology-of-closing
1,2,bundle_product,the-psychology-of-closing,The Psychology of Closing,https://www.entrepedia.co/library/bundles/the-psychology-of-closing,3099e72e-b64a-439a-abf4-7d0949b0e435,Transform Your Sales Confidence,https://www.entrepedia.co/library/product/3099e72e-b64a-439a-abf4-7d0949b0e435,Book,book,marketing,Transform Your Sales Confidence,Part of Closing Psychology: Transform Your Sales Confidence.,uploaded,iMU-import\batch-2\the-psychology-of-closing
1,2,bundle_product,the-psychology-of-closing,The Psychology of Closing,https://www.entrepedia.co/library/bundles/the-psychology-of-closing,c1956ce5-9bd9-4a99-9f2c-d7af76dd9f64,Mastering Confident Sales Closing,https://www.entrepedia.co/library/product/c1956ce5-9bd9-4a99-9f2c-d7af76dd9f64,Book,book,marketing,Mastering Confident Sales Closing,Part of Closing Psychology: Mastering Confident Sales Closing.,uploaded,iMU-import\batch-2\the-psychology-of-closing
1,2,bundle_product,the-psychology-of-closing,The Psychology of Closing,https://www.entrepedia.co/library/bundles/the-psychology-of-closing,86816b07-08a7-4abb-86e4-ac5e218804f9,The 3R Method for Objection Handling,https://www.entrepedia.co/library/product/86816b07-08a7-4abb-86e4-ac5e218804f9,Guide,guide,marketing,3R Method for Objection Handling,Part of Closing Psychology: The 3R Method for Objection Handling.,uploaded,iMU-import\batch-2\the-psychology-of-closing
1,2,bundle_product,the-psychology-of-closing,The Psychology of Closing,https://www.entrepedia.co/library/bundles/the-psychology-of-closing,42f23d1d-1d66-41ff-8f3a-ea932137bd5e,The Pre-Call Confidence & Preparation,https://www.entrepedia.co/library/product/42f23d1d-1d66-41ff-8f3a-ea932137bd5e,Book,book,marketing,Pre-Call Confidence & Preparation,Part of Closing Psychology: The Pre-Call Confidence & Preparation.,uploaded,iMU-import\batch-2\the-psychology-of-closing
1,2,bundle_product,the-psychology-of-closing,The Psychology of Closing,https://www.entrepedia.co/library/bundles/the-psychology-of-closing,e5bcddbf-65ac-4434-817f-587710c49cf1,The Psychology of Closing,https://www.entrepedia.co/library/product/e5bcddbf-65ac-4434-817f-587710c49cf1,Book,book,marketing,Closing Psychology,Objection handling and pre-call confidence for high-trust closes.,uploaded,iMU-import\batch-2\the-psychology-of-closing
1,2,bundle_product,the-neuromarketing-edge,The Neuromarketing Edge,https://www.entrepedia.co/library/bundles/the-neuromarketing-edge,721e90d8-3d77-442d-9650-bb3fc7415b20,Marketing to the Subconscious,https://www.entrepedia.co/library/product/721e90d8-3d77-442d-9650-bb3fc7415b20,Book,book,marketing,Marketing to the Subconscious,Part of Neuromarketing Edge: Marketing to the Subconscious.,uploaded,iMU-import\batch-2\the-neuromarketing-edge
1,2,bundle_product,the-neuromarketing-edge,The Neuromarketing Edge,https://www.entrepedia.co/library/bundles/the-neuromarketing-edge,0c792bb5-6723-4b70-864c-de54057a9bf9,"21 Brain Triggers That Make People Stop, Read, and Buy",https://www.entrepedia.co/library/product/0c792bb5-6723-4b70-864c-de54057a9bf9,Listicle,guide,marketing,"21 Brain Triggers That Make People Stop, Read, and Buy","Part of Neuromarketing Edge: 21 Brain Triggers That Make People Stop, Read, and Buy.",uploaded,iMU-import\batch-2\the-neuromarketing-edge
1,2,bundle_product,the-neuromarketing-edge,The Neuromarketing Edge,https://www.entrepedia.co/library/bundles/the-neuromarketing-edge,34c1fe03-cb82-4cd1-ab36-3d3379b1393a,7 Days to Brain-Proof Marketing,https://www.entrepedia.co/library/product/34c1fe03-cb82-4cd1-ab36-3d3379b1393a,Mini-Course,course,marketing,7 Days to Brain-Proof Marketing,Part of Neuromarketing Edge: 7 Days to Brain-Proof Marketing.,uploaded,iMU-import\batch-2\the-neuromarketing-edge
1,2,bundle_product,the-neuromarketing-edge,The Neuromarketing Edge,https://www.entrepedia.co/library/bundles/the-neuromarketing-edge,572dcfd4-ed0b-43f3-a78a-17447db03b41,Put Neuromarketing to Work Today,https://www.entrepedia.co/library/product/572dcfd4-ed0b-43f3-a78a-17447db03b41,Book,book,marketing,Put Neuromarketing to Work Today,Part of Neuromarketing Edge: Put Neuromarketing to Work Today.,uploaded,iMU-import\batch-2\the-neuromarketing-edge
1,2,bundle_product,the-neuromarketing-edge,The Neuromarketing Edge,https://www.entrepedia.co/library/bundles/the-neuromarketing-edge,773d2d42-179f-4e01-b566-c715c2687381,The Complete Neurological Friction Audit,https://www.entrepedia.co/library/product/773d2d42-179f-4e01-b566-c715c2687381,Checklist,guide,marketing,Complete Neurological Friction Audit,Part of Neuromarketing Edge: The Complete Neurological Friction Audit.,uploaded,iMU-import\batch-2\the-neuromarketing-edge
1,2,bundle_product,the-neuromarketing-edge,The Neuromarketing Edge,https://www.entrepedia.co/library/bundles/the-neuromarketing-edge,85c54f8f-ef66-419a-aef2-91a08bc69c97,Is Your Marketing Brain-Ready?,https://www.entrepedia.co/library/product/85c54f8f-ef66-419a-aef2-91a08bc69c97,Book,book,marketing,Is Your Marketing Brain-Ready?,Part of Neuromarketing Edge: Is Your Marketing Brain-Ready?.,uploaded,iMU-import\batch-2\the-neuromarketing-edge
1,2,bundle_product,the-neuromarketing-edge,The Neuromarketing Edge,https://www.entrepedia.co/library/bundles/the-neuromarketing-edge,bdd82f9a-7150-4736-b032-0b28134a137b,The Neuromarketing Edge,https://www.entrepedia.co/library/product/bdd82f9a-7150-4736-b032-0b28134a137b,Book,book,marketing,Neuromarketing Edge,Brain-trigger copy and friction audits for pages that stop the scroll and sell.,uploaded,iMU-import\batch-2\the-neuromarketing-edge
1,2,bundle_product,agency-growth-blueprint,Agency Growth Blueprint,https://www.entrepedia.co/library/bundles/agency-growth-blueprint,98a4ba01-9eb6-45fc-b1af-c204f6938353,Agency Scaling Systems,https://www.entrepedia.co/library/product/98a4ba01-9eb6-45fc-b1af-c204f6938353,Guide,guide,marketing,Agency Scaling Systems,Part of Agency Owner Blueprint: Agency Scaling Systems.,uploaded,iMU-import\batch-2\agency-growth-blueprint
1,2,bundle_product,agency-growth-blueprint,Agency Growth Blueprint,https://www.entrepedia.co/library/bundles/agency-growth-blueprint,984a07a5-09f1-43bb-b720-6e8d1fc8f61c,7 Mistakes That Keep Agencies Stuck in Chaos and Burnout,https://www.entrepedia.co/library/product/984a07a5-09f1-43bb-b720-6e8d1fc8f61c,Listicle,guide,marketing,7 Mistakes That Keep Agencies Stuck in Chaos and Burnout,Part of Agency Owner Blueprint: 7 Mistakes That Keep Agencies Stuck in Chaos and Burnout.,uploaded,iMU-import\batch-2\agency-growth-blueprint
1,2,bundle_product,agency-growth-blueprint,Agency Growth Blueprint,https://www.entrepedia.co/library/bundles/agency-growth-blueprint,e5122d96-4df6-4479-8747-395186cc2d3c,From Agency Operator to Owner,https://www.entrepedia.co/library/product/e5122d96-4df6-4479-8747-395186cc2d3c,Book,book,marketing,From Agency Operator to Owner,Part of Agency Owner Blueprint: From Agency Operator to Owner.,uploaded,iMU-import\batch-2\agency-growth-blueprint
1,2,bundle_product,agency-growth-blueprint,Agency Growth Blueprint,https://www.entrepedia.co/library/bundles/agency-growth-blueprint,d7751c42-3e00-4d20-8d9d-f53237751bb9,Agency Operations & Scaling,https://www.entrepedia.co/library/product/d7751c42-3e00-4d20-8d9d-f53237751bb9,Book,book,marketing,Agency Operations & Scaling,Part of Agency Owner Blueprint: Agency Operations & Scaling.,uploaded,iMU-import\batch-2\agency-growth-blueprint
1,2,bundle_product,agency-growth-blueprint,Agency Growth Blueprint,https://www.entrepedia.co/library/bundles/agency-growth-blueprint,bea79b7f-f8e4-4787-9128-b78568c36077,Agency Transformation Assistant,https://www.entrepedia.co/library/product/bea79b7f-f8e4-4787-9128-b78568c36077,Prompt Pack,guide,marketing,Agency Transformation Assistant,Part of Agency Owner Blueprint: Agency Transformation Assistant.,uploaded,iMU-import\batch-2\agency-growth-blueprint
1,2,bundle_product,agency-growth-blueprint,Agency Growth Blueprint,https://www.entrepedia.co/library/bundles/agency-growth-blueprint,85c9cf4e-4a94-4804-9f68-821ea35409a4,The 90-Day Agency Transformation,https://www.entrepedia.co/library/product/85c9cf4e-4a94-4804-9f68-821ea35409a4,Mini-Course,course,marketing,90-Day Agency Transformation,Part of Agency Owner Blueprint: The 90-Day Agency Transformation.,uploaded,iMU-import\batch-2\agency-growth-blueprint
1,2,bundle_product,agency-growth-blueprint,Agency Growth Blueprint,https://www.entrepedia.co/library/bundles/agency-growth-blueprint,b752006b-8b0a-43b8-ac07-ed19554d262e,The Operator-to-Owner Audit,https://www.entrepedia.co/library/product/b752006b-8b0a-43b8-ac07-ed19554d262e,Checklist,guide,marketing,Operator-to-Owner Audit,Part of Agency Owner Blueprint: The Operator-to-Owner Audit.,uploaded,iMU-import\batch-2\agency-growth-blueprint
1,2,bundle_product,agency-growth-blueprint,Agency Growth Blueprint,https://www.entrepedia.co/library/bundles/agency-growth-blueprint,4a25a683-2222-4e92-b9e1-e2ead568fff9,Agency Growth Blueprint,https://www.entrepedia.co/library/product/4a25a683-2222-4e92-b9e1-e2ead568fff9,Guide,guide,marketing,Agency Owner Blueprint,"Move from operator chaos to owner systems: ops, scaling, and 90-day transformation.",uploaded,iMU-import\batch-2\agency-growth-blueprint
1,3,bundle_product,the-resilient-leader,The Resilient Leader,https://www.entrepedia.co/library/bundles/the-resilient-leader,cfaab94e-37ae-4187-acb9-234d408aadab,Leadership Without Collapse,https://www.entrepedia.co/library/product/cfaab94e-37ae-4187-acb9-234d408aadab,Book,book,personal-development,Leadership Without Collapse,Part of Resilient Leadership: Leadership Without Collapse.,uploaded,iMU-import\batch-3\the-resilient-leader
1,3,bundle_product,the-resilient-leader,The Resilient Leader,https://www.entrepedia.co/library/bundles/the-resilient-leader,68baaf0d-c009-4b90-9816-420365fe595e,13 Signs You're Suppressing Your Crisis Instead of Managing It,https://www.entrepedia.co/library/product/68baaf0d-c009-4b90-9816-420365fe595e,Listicle,guide,personal-development,13 Signs You're Suppressing Your Crisis Instead of Managing It,Part of Resilient Leadership: 13 Signs You're Suppressing Your Crisis Instead of Managing It.,uploaded,iMU-import\batch-3\the-resilient-leader
1,3,bundle_product,the-resilient-leader,The Resilient Leader,https://www.entrepedia.co/library/bundles/the-resilient-leader,0f6a4211-e3fa-414c-a48b-3d0f93200f16,Build Your Crisis-Proof Leadership System,https://www.entrepedia.co/library/product/0f6a4211-e3fa-414c-a48b-3d0f93200f16,Mini-Course,course,personal-development,Build Your Crisis-Proof Leadership System,Part of Resilient Leadership: Build Your Crisis-Proof Leadership System.,uploaded,iMU-import\batch-3\the-resilient-leader
1,3,bundle_product,the-resilient-leader,The Resilient Leader,https://www.entrepedia.co/library/bundles/the-resilient-leader,7c738f27-4469-4ebd-aec7-ab9fe3284143,Disclose Without Losing Authority,https://www.entrepedia.co/library/product/7c738f27-4469-4ebd-aec7-ab9fe3284143,Book,book,personal-development,Disclose Without Losing Authority,Part of Resilient Leadership: Disclose Without Losing Authority.,uploaded,iMU-import\batch-3\the-resilient-leader
1,3,bundle_product,the-resilient-leader,The Resilient Leader,https://www.entrepedia.co/library/bundles/the-resilient-leader,e6fb1c42-6b19-4c97-a1e2-de23fc2fded2,Personal Crisis Pre-Flight Check,https://www.entrepedia.co/library/product/e6fb1c42-6b19-4c97-a1e2-de23fc2fded2,Checklist,guide,personal-development,Personal Crisis Pre-Flight Check,Part of Resilient Leadership: Personal Crisis Pre-Flight Check.,uploaded,iMU-import\batch-3\the-resilient-leader
