wave,download_batch,source_type,desk_slug,desk_title,desk_summary,bundle_slug,bundle_title,bundle_url,product_id,entrepedia_title,entrepedia_url,entrepedia_format,download_url,imu_type,imu_category,imu_title,imu_summary,status,staging_hint
3,1,product_series,google-ads-desk,Google Ads Desk,"Search, Performance Max, and local Google growth without burning CAC.",google-ads-desk,Google Ads Desk,https://www.entrepedia.co/library/search?q=google ads,8438eed5-3cd4-4864-a91a-0cc5cdbf7257,Google Search Ads Unlocked - Prompts,https://www.entrepedia.co/library/product/8438eed5-3cd4-4864-a91a-0cc5cdbf7257,Prompt Pack,https://entrepedia-products.com/Mixed%20courses/Google%20Search%20Ads%20Unlocked%20-%20Prompts%20%283%29.zip,guide,marketing,Google Search Ads Unlocked - Prompts,Part of Google Ads Desk: Google Search Ads Unlocked - Prompts.,uploaded,iMU-import\\wave3\\batch-1\\google-ads-desk
3,1,product_series,google-ads-desk,Google Ads Desk,"Search, Performance Max, and local Google growth without burning CAC.",google-ads-desk,Google Ads Desk,https://www.entrepedia.co/library/search?q=google ads,f216ba5d-cb2c-4da1-9077-7e55c96f6951,Google Performance Max Campaigns Unleashed,https://www.entrepedia.co/library/product/f216ba5d-cb2c-4da1-9077-7e55c96f6951,Guide,https://entrepedia-products.com/Mixed%20courses/Google%20Performance%20Max%20-%20Book.zip,guide,marketing,Google Performance Max Campaigns Unleashed,Part of Google Ads Desk: Google Performance Max Campaigns Unleashed.,uploaded,iMU-import\\wave3\\batch-1\\google-ads-desk
3,1,product_series,google-ads-desk,Google Ads Desk,"Search, Performance Max, and local Google growth without burning CAC.",google-ads-desk,Google Ads Desk,https://www.entrepedia.co/library/search?q=google ads,0dbe4a59-9e90-45d0-ad5a-0dff4ca89b11,Google Business Profiles - Guide,https://www.entrepedia.co/library/product/0dbe4a59-9e90-45d0-ad5a-0dff4ca89b11,Guide,https://entrepedia-products.com/Mixed%20courses/Google%20Business%20Profiles%20-%20Guide.zip,guide,marketing,Google Business Profiles - Guide,Part of Google Ads Desk: Google Business Profiles - Guide.,uploaded,iMU-import\\wave3\\batch-1\\google-ads-desk
3,1,product_series,meta-ads-desk,Meta Ads Desk,"Affordable Meta ads systems for testing, creative, and paid traffic.",meta-ads-desk,Meta Ads Desk,https://www.entrepedia.co/library/search?q=meta ads,8c3d8ea2-a60e-45d6-9817-d469320c428e,meta Ads Made Affordable - Guide,https://www.entrepedia.co/library/product/8c3d8ea2-a60e-45d6-9817-d469320c428e,Guide,https://entrepedia-products.com/Mixed%20courses/Meta%20Ads%20Made%20Affordable%20-%20Guide.zip,guide,marketing,meta Ads Made Affordable - Guide,Part of Meta Ads Desk: meta Ads Made Affordable - Guide.,uploaded,iMU-import\\wave3\\batch-1\\meta-ads-desk
3,1,product_series,meta-ads-desk,Meta Ads Desk,"Affordable Meta ads systems for testing, creative, and paid traffic.",meta-ads-desk,Meta Ads Desk,https://www.entrepedia.co/library/search?q=meta ads,5a9d2980-91b3-4c61-b4b5-34a6cae516e6,Meta Ads Made Affordable - Checklist,https://www.entrepedia.co/library/product/5a9d2980-91b3-4c61-b4b5-34a6cae516e6,Checklist,https://entrepedia-products.com/Mixed%20courses/Meta%20Ads%20Made%20Affordable%20-%20Checklist.zip,guide,marketing,Meta Ads Made Affordable - Checklist,Part of Meta Ads Desk: Meta Ads Made Affordable - Checklist.,uploaded,iMU-import\\wave3\\batch-1\\meta-ads-desk
3,1,product_series,meta-ads-desk,Meta Ads Desk,"Affordable Meta ads systems for testing, creative, and paid traffic.",meta-ads-desk,Meta Ads Desk,https://www.entrepedia.co/library/search?q=meta ads,b6aed48f-d4e7-4559-ac93-db5279b5954c,Meta Ads Made Affordable - Prompts,https://www.entrepedia.co/library/product/b6aed48f-d4e7-4559-ac93-db5279b5954c,Prompt Pack,https://entrepedia-products.com/Mixed%20courses/Meta%20Ads%20Made%20Affordable%20-%20Prompts.zip,guide,marketing,Meta Ads Made Affordable - Prompts,Part of Meta Ads Desk: Meta Ads Made Affordable - Prompts.,uploaded,iMU-import\\wave3\\batch-1\\meta-ads-desk
3,1,product_series,meta-ads-desk,Meta Ads Desk,"Affordable Meta ads systems for testing, creative, and paid traffic.",meta-ads-desk,Meta Ads Desk,https://www.entrepedia.co/library/search?q=meta ads,01f36a6a-8746-4d46-b2fe-9967dea8b5d4,Meta Ads Made Affordable - Workbook,https://www.entrepedia.co/library/product/01f36a6a-8746-4d46-b2fe-9967dea8b5d4,Book,https://entrepedia-products.com/Mixed%20courses/Meta%20Ads%20Made%20Affordable%20-%20Workbook.zip,book,marketing,Meta Ads Made Affordable - Workbook,Part of Meta Ads Desk: Meta Ads Made Affordable - Workbook.,uploaded,iMU-import\\wave3\\batch-1\\meta-ads-desk
3,1,product_series,meta-ads-desk,Meta Ads Desk,"Affordable Meta ads systems for testing, creative, and paid traffic.",meta-ads-desk,Meta Ads Desk,https://www.entrepedia.co/library/search?q=meta ads,61150af0-652d-42c0-9933-566a79ac628e,Meta Ads Made Affordable - Ebook,https://www.entrepedia.co/library/product/61150af0-652d-42c0-9933-566a79ac628e,Book,https://entrepedia-products.com/Mixed%20courses/Meta%20Ads%20Made%20Affordable%20-%20Book.zip,book,marketing,Meta Ads Made Affordable - Ebook,Part of Meta Ads Desk: Meta Ads Made Affordable - Ebook.,uploaded,iMU-import\\wave3\\batch-1\\meta-ads-desk
3,1,product_series,meta-ads-desk,Meta Ads Desk,"Affordable Meta ads systems for testing, creative, and paid traffic.",meta-ads-desk,Meta Ads Desk,https://www.entrepedia.co/library/search?q=meta ads,1f6c8e94-94aa-414d-920d-60cb97f43fd8,Custom Audience in Meta Ads,https://www.entrepedia.co/library/product/1f6c8e94-94aa-414d-920d-60cb97f43fd8,Guide,https://entrepedia-products.com/Mixed%20courses/Custom%20Audience%20in%20Meta%20Ads%20-%20Guide.zip,guide,marketing,Custom Audience in Meta Ads,Part of Meta Ads Desk: Custom Audience in Meta Ads.,uploaded,iMU-import\\wave3\\batch-1\\meta-ads-desk
3,1,product_series,pinterest-profit-desk,Pinterest Profit Desk,Evergreen pin systems that turn search traffic into leads and sales.,pinterest-profit-desk,Pinterest Profit Desk,https://www.entrepedia.co/library/search?q=pinterest,17cdb576-112b-418e-8d57-de163e1ba552,Pinterest for Profit,https://www.entrepedia.co/library/product/17cdb576-112b-418e-8d57-de163e1ba552,Guide,https://entrepedia-products.com/products/Pinterest-for-Profit---Ebook.zip,guide,social-media,Pinterest for Profit,Part of Pinterest Profit Desk: Pinterest for Profit.,uploaded,iMU-import\\wave3\\batch-1\\pinterest-profit-desk
3,1,product_series,pinterest-profit-desk,Pinterest Profit Desk,Evergreen pin systems that turn search traffic into leads and sales.,pinterest-profit-desk,Pinterest Profit Desk,https://www.entrepedia.co/library/search?q=pinterest,a2037b2b-fb74-40fb-ab29-e2fc820767ab,Engineer Click-Worthy Pinterest Pins,https://www.entrepedia.co/library/product/a2037b2b-fb74-40fb-ab29-e2fc820767ab,Guide,https://entrepedia-products.com/products/Engineer-Click-Worthy-Pinterest-Pins---Guide.zip,guide,social-media,Engineer Click-Worthy Pinterest Pins,Part of Pinterest Profit Desk: Engineer Click-Worthy Pinterest Pins.,uploaded,iMU-import\\wave3\\batch-1\\pinterest-profit-desk
3,1,product_series,pinterest-profit-desk,Pinterest Profit Desk,Evergreen pin systems that turn search traffic into leads and sales.,pinterest-profit-desk,Pinterest Profit Desk,https://www.entrepedia.co/library/search?q=pinterest,71708266-e698-494e-aa10-b54371d55efb,21 Pinterest Mistakes Costing You Real Revenue,https://www.entrepedia.co/library/product/71708266-e698-494e-aa10-b54371d55efb,Guide,https://entrepedia-products.com/products/21-Pinterest-Mistakes-Costing-You-Real-Revenue---Listicle.zip,guide,social-media,21 Pinterest Mistakes Costing You Real Revenue,Part of Pinterest Profit Desk: 21 Pinterest Mistakes Costing You Real Revenue.,uploaded,iMU-import\\wave3\\batch-1\\pinterest-profit-desk
3,1,product_series,pinterest-profit-desk,Pinterest Profit Desk,Evergreen pin systems that turn search traffic into leads and sales.,pinterest-profit-desk,Pinterest Profit Desk,https://www.entrepedia.co/library/search?q=pinterest,5ae4fb0d-dfbe-4fa9-98c0-3e86b3d720e5,Has Your Pinterest Profile Been Set Up to Sell?,https://www.entrepedia.co/library/product/5ae4fb0d-dfbe-4fa9-98c0-3e86b3d720e5,Guide,https://entrepedia-products.com/products/Has-Your-Pinterest-Profile-Been-Set-Up-to-Sell---Checklist.zip,guide,social-media,Has Your Pinterest Profile Been Set Up to Sell?,Part of Pinterest Profit Desk: Has Your Pinterest Profile Been Set Up to Sell?.,uploaded,iMU-import\\wave3\\batch-1\\pinterest-profit-desk
3,1,product_series,pinterest-profit-desk,Pinterest Profit Desk,Evergreen pin systems that turn search traffic into leads and sales.,pinterest-profit-desk,Pinterest Profit Desk,https://www.entrepedia.co/library/search?q=pinterest,a137ff42-3c27-48e1-b323-84d3a3df688c,The Evergreen Pin System,https://www.entrepedia.co/library/product/a137ff42-3c27-48e1-b323-84d3a3df688c,Guide,https://entrepedia-products.com/products/The-Evergreen-Pin-System---Promps.zip,guide,social-media,The Evergreen Pin System,Part of Pinterest Profit Desk: The Evergreen Pin System.,uploaded,iMU-import\\wave3\\batch-1\\pinterest-profit-desk
3,1,product_series,pinterest-profit-desk,Pinterest Profit Desk,Evergreen pin systems that turn search traffic into leads and sales.,pinterest-profit-desk,Pinterest Profit Desk,https://www.entrepedia.co/library/search?q=pinterest,4327b17d-81c8-4a6e-8cbf-0d02c64499b5,Build Your Pinterest Traffic Engine,https://www.entrepedia.co/library/product/4327b17d-81c8-4a6e-8cbf-0d02c64499b5,Guide,https://entrepedia-products.com/products/Build-Your-Pinterest-Traffic-Engine---Mini-Course.zip,guide,social-media,Build Your Pinterest Traffic Engine,Part of Pinterest Profit Desk: Build Your Pinterest Traffic Engine.,uploaded,iMU-import\\wave3\\batch-1\\pinterest-profit-desk
3,2,product_series,tiktok-shop-desk,TikTok Shop Desk,TikTok Shop content and seller systems for converting short-form attention.,tiktok-shop-desk,TikTok Shop Desk,https://www.entrepedia.co/library/search?q=tiktok,29d9a571-0823-4e9a-b92f-fd62fc05983b,The Power of TikTok Shop,https://www.entrepedia.co/library/product/29d9a571-0823-4e9a-b92f-fd62fc05983b,Guide,https://entrepedia-products.com/products/The-Power-of-TikTok-Shop---Ebook.zip,guide,e-commerce,The Power of TikTok Shop,Part of TikTok Shop Desk: The Power of TikTok Shop.,uploaded,iMU-import\\wave3\\batch-2\\tiktok-shop-desk
3,2,product_series,tiktok-shop-desk,TikTok Shop Desk,TikTok Shop content and seller systems for converting short-form attention.,tiktok-shop-desk,TikTok Shop Desk,https://www.entrepedia.co/library/search?q=tiktok,2c8cb1e9-7ce9-4169-833b-7b4844a6d70d,TikTok Shop Mastery,https://www.entrepedia.co/library/product/2c8cb1e9-7ce9-4169-833b-7b4844a6d70d,Guide,https://entrepedia-products.com/Mixed%20courses/TikTok%20Shop%20Mastery%20-%20Podcast.zip,guide,e-commerce,TikTok Shop Mastery,Part of TikTok Shop Desk: TikTok Shop Mastery.,uploaded,iMU-import\\wave3\\batch-2\\tiktok-shop-desk
3,2,product_series,tiktok-shop-desk,TikTok Shop Desk,TikTok Shop content and seller systems for converting short-form attention.,tiktok-shop-desk,TikTok Shop Desk,https://www.entrepedia.co/library/search?q=tiktok,9c0acb8c-e328-4981-822e-7cfe1a0f6b10,21 TikTok Shop Tricks Every Seller Must Use,https://www.entrepedia.co/library/product/9c0acb8c-e328-4981-822e-7cfe1a0f6b10,Guide,https://entrepedia-products.com/products/21-TikTok-Shop-Tricks-Every-Seller-Must-Use---Listicle.zip,guide,e-commerce,21 TikTok Shop Tricks Every Seller Must Use,Part of TikTok Shop Desk: 21 TikTok Shop Tricks Every Seller Must Use.,uploaded,iMU-import\\wave3\\batch-2\\tiktok-shop-desk
3,2,product_series,tiktok-shop-desk,TikTok Shop Desk,TikTok Shop content and seller systems for converting short-form attention.,tiktok-shop-desk,TikTok Shop Desk,https://www.entrepedia.co/library/search?q=tiktok,5dc3a236-822e-48b4-971b-8d853868567c,Viral TikTok Shop Content Creation,https://www.entrepedia.co/library/product/5dc3a236-822e-48b4-971b-8d853868567c,Guide,https://entrepedia-products.com/products/Viral-TikTok-Shop-Content-Creation---Checklist.zip,guide,e-commerce,Viral TikTok Shop Content Creation,Part of TikTok Shop Desk: Viral TikTok Shop Content Creation.,uploaded,iMU-import\\wave3\\batch-2\\tiktok-shop-desk
3,2,product_series,tiktok-shop-desk,TikTok Shop Desk,TikTok Shop content and seller systems for converting short-form attention.,tiktok-shop-desk,TikTok Shop Desk,https://www.entrepedia.co/library/search?q=tiktok,b2b26439-bdbf-4c8a-82cb-eb593450b580,Create Converting Ads on TikTok,https://www.entrepedia.co/library/product/b2b26439-bdbf-4c8a-82cb-eb593450b580,Guide,https://entrepedia-products.com/Mixed%20courses/Create%20Converting%20Ads%20on%20TikTok%20-%20Guide.zip,guide,e-commerce,Create Converting Ads on TikTok,Part of TikTok Shop Desk: Create Converting Ads on TikTok.,uploaded,iMU-import\\wave3\\batch-2\\tiktok-shop-desk
3,2,product_series,tiktok-shop-desk,TikTok Shop Desk,TikTok Shop content and seller systems for converting short-form attention.,tiktok-shop-desk,TikTok Shop Desk,https://www.entrepedia.co/library/search?q=tiktok,7e1b674e-25a3-4b1d-ba7e-8696a18a9786,The TikTok Shop Content Creation System,https://www.entrepedia.co/library/product/7e1b674e-25a3-4b1d-ba7e-8696a18a9786,Guide,https://entrepedia-products.com/products/The-TikTok-Shop-Content-Creation-System---Guide.zip,guide,e-commerce,The TikTok Shop Content Creation System,Part of TikTok Shop Desk: The TikTok Shop Content Creation System.,uploaded,iMU-import\\wave3\\batch-2\\tiktok-shop-desk
3,2,product_series,tiktok-shop-desk,TikTok Shop Desk,TikTok Shop content and seller systems for converting short-form attention.,tiktok-shop-desk,TikTok Shop Desk,https://www.entrepedia.co/library/search?q=tiktok,fbc7456c-182c-49a0-8540-8959ee6d086a,Unlock TikTok Shop's Opportunity,https://www.entrepedia.co/library/product/fbc7456c-182c-49a0-8540-8959ee6d086a,Guide,https://entrepedia-products.com/products/Unlock-TikTok-Shops-Opportunity---Mini-Course.zip,guide,e-commerce,Unlock TikTok Shop's Opportunity,Part of TikTok Shop Desk: Unlock TikTok Shop's Opportunity.,uploaded,iMU-import\\wave3\\batch-2\\tiktok-shop-desk
3,2,product_series,tiktok-shop-desk,TikTok Shop Desk,TikTok Shop content and seller systems for converting short-form attention.,tiktok-shop-desk,TikTok Shop Desk,https://www.entrepedia.co/library/search?q=tiktok,e58add10-8ca2-43a2-858b-6e76c93db56a,"7 Strategies TikTok Sellers Use To Make $10,000 Months",https://www.entrepedia.co/library/product/e58add10-8ca2-43a2-858b-6e76c93db56a,Guide,https://entrepedia-products.com/products/7-Strategies-TikTok-Sellers-Use-To-Make-10000-Months---Listicle.zip,guide,e-commerce,"7 Strategies TikTok Sellers Use To Make $10,000 Months","Part of TikTok Shop Desk: 7 Strategies TikTok Sellers Use To Make $10,000 Months.",uploaded,iMU-import\\wave3\\batch-2\\tiktok-shop-desk
3,2,product_series,funnel-desk,Funnel That Sells Desk,Map and run funnels that convert clicks into cashflow.,funnel-desk,Funnel That Sells Desk,https://www.entrepedia.co/library/search?q=funnel,7fd1abe8-be13-4b8c-9a39-61d19d6cdbf4,Funnel Mapping Blueprint,https://www.entrepedia.co/library/product/7fd1abe8-be13-4b8c-9a39-61d19d6cdbf4,Guide,https://entrepedia-products.com/products/Funnel-Mapping-Blueprint---Guide.zip,guide,marketing,Funnel Mapping Blueprint,Part of Funnel That Sells Desk: Funnel Mapping Blueprint.,uploaded,iMU-import\\wave3\\batch-2\\funnel-desk
3,2,product_series,funnel-desk,Funnel That Sells Desk,Map and run funnels that convert clicks into cashflow.,funnel-desk,Funnel That Sells Desk,https://www.entrepedia.co/library/search?q=funnel,6c44001a-698a-4c08-907b-ab27094d199f,The Funnel That Sells,https://www.entrepedia.co/library/product/6c44001a-698a-4c08-907b-ab27094d199f,Guide,https://entrepedia-products.com/Mixed%20courses/The%20Funnel%20That%20Sells%20-%20Podcast.zip,guide,marketing,The Funnel That Sells,Part of Funnel That Sells Desk: The Funnel That Sells.,uploaded,iMU-import\\wave3\\batch-2\\funnel-desk
3,2,product_series,funnel-desk,Funnel That Sells Desk,Map and run funnels that convert clicks into cashflow.,funnel-desk,Funnel That Sells Desk,https://www.entrepedia.co/library/search?q=funnel,cab98f09-ef0a-4865-b7b3-208996989c49,Funnel Growth Stack,https://www.entrepedia.co/library/product/cab98f09-ef0a-4865-b7b3-208996989c49,Guide,https://entrepedia-products.com/Mixed%20courses/Funnel%20Growth%20Stack%20-%20Toolstack.zip,guide,marketing,Funnel Growth Stack,Part of Funnel That Sells Desk: Funnel Growth Stack.,uploaded,iMU-import\\wave3\\batch-2\\funnel-desk
3,2,product_series,funnel-desk,Funnel That Sells Desk,Map and run funnels that convert clicks into cashflow.,funnel-desk,Funnel That Sells Desk,https://www.entrepedia.co/library/search?q=funnel,f860250f-d347-4a85-996d-c49b71eccd76,Crafting Funnel Strategies That Convert,https://www.entrepedia.co/library/product/f860250f-d347-4a85-996d-c49b71eccd76,Guide,https://entrepedia-products.com/Mixed%20courses/Crafting%20Funnel%20Strategies%20That%20Convert%20-%20Email%20Mini-Course.zip,guide,marketing,Crafting Funnel Strategies That Convert,Part of Funnel That Sells Desk: Crafting Funnel Strategies That Convert.,uploaded,iMU-import\\wave3\\batch-2\\funnel-desk
3,2,product_series,funnel-desk,Funnel That Sells Desk,Map and run funnels that convert clicks into cashflow.,funnel-desk,Funnel That Sells Desk,https://www.entrepedia.co/library/search?q=funnel,62355ec8-2d5a-4a1f-8c9f-22e9f024926c,The Advertising Funnel Blueprint Strategies,https://www.entrepedia.co/library/product/62355ec8-2d5a-4a1f-8c9f-22e9f024926c,Guide,https://entrepedia-products.com/Mixed%20courses/The%20Ad%20Funnel%20Blueprint%20Strategies%20-%20Ebook.zip,guide,marketing,The Advertising Funnel Blueprint Strategies,Part of Funnel That Sells Desk: The Advertising Funnel Blueprint Strategies.,uploaded,iMU-import\\wave3\\batch-2\\funnel-desk
3,2,product_series,funnel-desk,Funnel That Sells Desk,Map and run funnels that convert clicks into cashflow.,funnel-desk,Funnel That Sells Desk,https://www.entrepedia.co/library/search?q=funnel,cc667ddd-e4ee-4f63-95b9-86d7c1591ca5,Complete Content Funnel Mapping,https://www.entrepedia.co/library/product/cc667ddd-e4ee-4f63-95b9-86d7c1591ca5,Guide,https://entrepedia-products.com/products/Content-Funnel-Mapping---Checklist.zip,guide,marketing,Complete Content Funnel Mapping,Part of Funnel That Sells Desk: Complete Content Funnel Mapping.,uploaded,iMU-import\\wave3\\batch-2\\funnel-desk
3,2,product_series,funnel-desk,Funnel That Sells Desk,Map and run funnels that convert clicks into cashflow.,funnel-desk,Funnel That Sells Desk,https://www.entrepedia.co/library/search?q=funnel,8dbd808d-320a-49fd-82f1-82ca3e845c14,From Funnel to Flywheel,https://www.entrepedia.co/library/product/8dbd808d-320a-49fd-82f1-82ca3e845c14,Guide,https://entrepedia-products.com/Mixed%20courses/From%20Funnel%20to%20Flywheel%20-%20Podcast.zip,guide,marketing,From Funnel to Flywheel,Part of Funnel That Sells Desk: From Funnel to Flywheel.,uploaded,iMU-import\\wave3\\batch-2\\funnel-desk
3,2,product_series,funnel-desk,Funnel That Sells Desk,Map and run funnels that convert clicks into cashflow.,funnel-desk,Funnel That Sells Desk,https://www.entrepedia.co/library/search?q=funnel,1ba1f3bd-9b29-442f-a2aa-f10320873b57,Converting Content Funnel,https://www.entrepedia.co/library/product/1ba1f3bd-9b29-442f-a2aa-f10320873b57,Guide,https://entrepedia-products.com/products/Converting-Content-Funnel---Ebook.zip,guide,marketing,Converting Content Funnel,Part of Funnel That Sells Desk: Converting Content Funnel.,uploaded,iMU-import\\wave3\\batch-2\\funnel-desk
3,2,product_series,affiliate-desk,High-Ticket Affiliate Desk,"High-ticket affiliate systems, offers, and promotion stacks.",affiliate-desk,High-Ticket Affiliate Desk,https://www.entrepedia.co/library/search?q=affiliate,63b77157-f1a0-423c-956b-8acd7115f754,High-Ticket Affiliate Marketing - Toolstack,https://www.entrepedia.co/library/product/63b77157-f1a0-423c-956b-8acd7115f754,Toolstack,https://entrepedia-products.com/Mixed%20courses/High-Ticket%20Affiliate%20Marketing%20-%20Toolstack%202.zip,guide,marketing,High-Ticket Affiliate Marketing - Toolstack,Part of High-Ticket Affiliate Desk: High-Ticket Affiliate Marketing - Toolstack.,uploaded,iMU-import\\wave3\\batch-2\\affiliate-desk
